,LEAID,County,State,State/County,School District,ALL_MTH00pctprof_1112,ALL_RLA00pctprof_1112,Ages 5 to 17 in Families in Poverty Percent
721,406150,Cochise County,AZ,Cochise County AZ,Pearce Elementary District,44.5,74.5,28.65
722,406210,Maricopa County,AZ,Maricopa County AZ,Pendergast Elementary District,59.0,74.0,23.5
723,406250,Maricopa County,AZ,Maricopa County AZ,Peoria Unified School District,71.0,84.0,23.5
724,406300,Maricopa County,AZ,Maricopa County AZ,Phoenix Elementary District,52.0,66.0,23.5
725,406330,Maricopa County,AZ,Maricopa County AZ,Phoenix Union High School District,49.0,71.0,23.5
726,406360,Pinal County,AZ,Pinal County AZ,Picacho Elementary District,52.0,62.0,22.9
727,406440,Graham County,AZ,Graham County AZ,Pima Unified District,66.0,83.0,28.35
728,406510,Gila County,AZ,Gila County AZ,Pine Strawberry Elementary District,67.0,82.0,34.3
729,406580,Navajo County,AZ,Navajo County AZ,Blue Ridge Unified District,68.0,78.0,39.1
730,406630,Cochise County,AZ,Cochise County AZ,Pomerene Elementary District,72.0,87.0,28.65
731,406730,Yavapai County,AZ,Yavapai County AZ,Prescott Unified District,76.0,90.0,24.299999999999997
732,406740,Apache County,AZ,Apache County AZ,Sanders Unified District,38.0,54.0,39.1
733,406780,La Paz County,AZ,La Paz County AZ,Quartzsite Elementary District,52.0,67.0,35.25
734,406810,Maricopa County,AZ,Maricopa County AZ,Queen Creek Unified District,76.0,88.0,23.5
735,406850,Pinal County,AZ,Pinal County AZ,Ray Unified District,54.0,74.0,22.9
736,406870,Apache County,AZ,Apache County AZ,Red Mesa Unified District,40.0,47.0,39.1
737,406900,Pinal County,AZ,Pinal County AZ,Red Rock Elementary District,57.0,77.0,22.9
738,406960,Gila County,AZ,Gila County AZ,San Carlos Unified District,13.0,27.0,34.3
739,407020,Maricopa County,AZ,Maricopa County AZ,Riverside Elementary District,42.0,61.0,23.5
740,407080,Maricopa County,AZ,Maricopa County AZ,Roosevelt Elementary District,43.0,60.0,23.5
741,407130,Apache County,AZ,Apache County AZ,Round Valley Unified District,59.0,76.0,39.1
742,407170,Maricopa County,AZ,Maricopa County AZ,Saddle Mountain Unified School District,60.0,77.0,23.5
743,407200,Pinal County,AZ,Pinal County AZ,Sacaton Elementary District,36.0,54.0,22.9
744,407240,Graham County,AZ,Graham County AZ,Safford Unified District,64.0,80.0,28.35
745,407300,Pima County,AZ,Pima County AZ,Sahuarita Unified District,63.0,82.0,27.9
746,407380,Pima County,AZ,Pima County AZ,San Fernando Elementary District,50.0,50.0,27.9
747,407430,Cochise County,AZ,Cochise County AZ,San Simon Unified District,74.5,84.5,28.65
748,407500,Santa Cruz County,AZ,Santa Cruz County AZ,Santa Cruz Elementary District,67.0,82.0,34.45
749,407520,Santa Cruz County,AZ,Santa Cruz County AZ,Santa Cruz Valley Unified District,63.0,79.0,34.45
750,407530,Pinal County,AZ,Pinal County AZ,Santa Cruz Valley Union High School District,32.0,67.0,22.9
751,407570,Maricopa County,AZ,Maricopa County AZ,Scottsdale Unified District,77.0,88.0,23.5
752,407630,Yavapai County,AZ,Yavapai County AZ,Seligman Unified District,42.0,67.0,24.299999999999997
753,407680,Yuma County,AZ,Yuma County AZ,Sentinel Elementary District,49.5,80.0,30.85
754,407700,Navajo County,AZ,Navajo County AZ,Show Low Unified District,64.0,82.0,39.1
755,407750,Maricopa County,AZ,Maricopa County AZ,Deer Valley Unified District,73.0,87.0,23.5
756,407770,Yavapai County,AZ,Yavapai County AZ,Skull Valley Elementary District,50.0,50.0,24.299999999999997
757,407820,Navajo County,AZ,Navajo County AZ,Snowflake Unified District,73.0,84.0,39.1
758,407860,Graham County,AZ,Graham County AZ,Solomon Elementary District,72.0,82.0,28.35
759,407890,Yuma County,AZ,Yuma County AZ,Somerton Elementary District,58.0,71.0,30.85
760,407920,Santa Cruz County,AZ,Santa Cruz County AZ,Sonoita Elementary District,72.0,92.0,34.45
761,408020,Cochise County,AZ,Cochise County AZ,St David Unified District,70.0,81.0,28.65
762,408080,Apache County,AZ,Apache County AZ,St Johns Unified District,66.0,83.0,39.1
763,408130,Pinal County,AZ,Pinal County AZ,Stanfield Elementary District,53.0,65.0,22.9
764,408170,Pima County,AZ,Pima County AZ,Sunnyside Unified District,48.0,67.0,27.9
765,408230,Pinal County,AZ,Pinal County AZ,Superior Unified School District,32.0,65.0,22.9
766,408280,Pima County,AZ,Pima County AZ,Tanque Verde Unified District,84.0,93.0,27.9
767,408310,Maricopa County,AZ,Maricopa County AZ,Tempe School District,58.0,75.0,23.5
768,408340,Maricopa County,AZ,Maricopa County AZ,Tempe Union High School District,75.0,88.0,23.5
769,408410,Graham County,AZ,Graham County AZ,Thatcher Unified District,72.0,86.0,28.35
770,408430,Maricopa County,AZ,Maricopa County AZ,Paloma School District,44.5,64.5,23.5
771,408460,Yavapai County,AZ,Yavapai County AZ,Hillside Elementary District,69.5,80.0,24.299999999999997
772,408490,Maricopa County,AZ,Maricopa County AZ,Tolleson Elementary District,52.0,69.0,23.5
773,408520,Maricopa County,AZ,Maricopa County AZ,Tolleson Union High School District,51.0,77.0,23.5
774,408550,Pinal County,AZ,Pinal County AZ,Toltec Elementary District,49.0,66.0,22.9
775,408600,Cochise County,AZ,Cochise County AZ,Tombstone Unified District,57.0,81.0,28.65
776,408640,Mohave County,AZ,Mohave County AZ,Topock Elementary District,67.0,87.0,33.6
777,408680,Coconino County,AZ,Coconino County AZ,Tuba City Unified District,40.0,55.0,27.1
778,408800,Pima County,AZ,Pima County AZ,Tucson Unified District,50.0,70.0,27.9
779,408820,Maricopa County,AZ,Maricopa County AZ,Union Elementary District,56.0,68.0,23.5
780,408850,Pima County,AZ,Pima County AZ,Vail Unified District,84.0,92.0,27.9
781,408880,Mohave County,AZ,Mohave County AZ,Valentine Elementary District,30.0,69.5,33.6
782,408910,Cochise County,AZ,Cochise County AZ,Valley Union High School District,49.5,80.0,28.65
783,409060,Maricopa County,AZ,Maricopa County AZ,Washington Elementary School District,52.0,71.0,23.5
784,409090,Yuma County,AZ,Yuma County AZ,Wellton Elementary District,55.0,70.0,30.85
785,409120,La Paz County,AZ,La Paz County AZ,Wenden Elementary District,34.5,64.5,35.25
786,409160,Navajo County,AZ,Navajo County AZ,Whiteriver Unified District,29.0,54.0,39.1
787,409190,Maricopa County,AZ,Maricopa County AZ,Wickenburg Unified District,68.0,82.0,23.5
788,409250,Cochise County,AZ,Cochise County AZ,Willcox Unified District,42.0,62.0,28.65
789,409310,Coconino County,AZ,Coconino County AZ,Williams Unified District,54.0,75.0,27.1
790,409390,Maricopa County,AZ,Maricopa County AZ,Wilson Elementary District,60.0,71.0,23.5
791,409430,Apache County,AZ,Apache County AZ,Window Rock Unified District,33.0,55.0,39.1
792,409460,Navajo County,AZ,Navajo County AZ,Winslow Unified District,56.0,74.0,39.1
793,409510,Yavapai County,AZ,Yavapai County AZ,Yarnell Elementary District,74.5,74.5,24.299999999999997
794,409540,Gila County,AZ,Gila County AZ,Young Elementary District,44.5,74.5,34.3
795,409570,Mohave County,AZ,Mohave County AZ,Yucca Elementary District,50.0,50.0,33.6
796,409600,Yuma County,AZ,Yuma County AZ,Yuma Elementary District,56.0,70.0,30.85
797,409630,Yuma County,AZ,Yuma County AZ,Yuma Union High School District,45.0,68.0,30.85
798,409733,Coconino County,AZ,Coconino County AZ,Sedona-Oak Creek JUSD #9,58.0,80.0,27.1
800,500001,Arkansas County,AR,Arkansas County AR,DEWITT SCHOOL DISTRICT,74.0,78.0,25.35
801,500006,Bradley County,AR,Bradley County AR,WARREN SCHOOL DISTRICT,74.0,73.0,35.25
802,500009,Clay County,AR,Clay County AR,CORNING SCHOOL DISTRICT,82.0,81.0,27.85
803,500012,Craighead County,AR,Craighead County AR,RIVERSIDE SCHOOL DISTRICT,77.0,79.0,24.450000000000003
804,500015,Grant County,AR,Grant County AR,SHERIDAN SCHOOL DISTRICT,87.0,84.0,16.35
805,500016,Greene County,AR,Greene County AR,MARMADUKE SCHOOL DISTRICT,68.0,75.0,23.45
806,500017,Greene County,AR,Greene County AR,PARAGOULD SCHOOL DISTRICT,76.0,75.0,23.45
807,500019,Independence County,AR,Independence County AR,BATESVILLE SCHOOL DISTRICT,84.0,82.0,25.6
808,500020,Independence County,AR,Independence County AR,MIDLAND SCHOOL DISTRICT,79.0,77.0,25.6
809,500021,Izard County,AR,Izard County AR,IZARD CO. CONS. SCHOOL DIST.,66.0,70.0,30.1
810,500023,Jackson County,AR,Jackson County AR,NEWPORT SCHOOL DISTRICT,80.0,73.0,34.05
811,500026,Jefferson County,AR,Jefferson County AR,PINE BLUFF SCHOOL DISTRICT,55.0,58.0,32.5
812,500028,Lincoln County,AR,Lincoln County AR,STAR CITY SCHOOL DISTRICT,83.0,74.0,27.85
813,500029,Mississippi County,AR,Mississippi County AR,GOSNELL SCHOOL DISTRICT,80.0,84.0,33.55
814,500030,Nevada County,AR,Nevada County AR,NEVADA SCHOOL DISTRICT,78.0,77.0,33.7
815,500032,Ouachita County,AR,Ouachita County AR,BEARDEN SCHOOL DISTRICT,73.0,74.0,33.75
818,500041,Yell County,AR,Yell County AR,WESTERN YELL CO. SCHOOL DIST.,76.0,81.0,28.7
819,500042,Ashley County,AR,Ashley County AR,HAMBURG SCHOOL DISTRICT,76.0,79.0,30.5
820,500043,Baxter County,AR,Baxter County AR,MOUNTAIN HOME SCHOOL DISTRICT,86.0,85.0,26.65
821,500044,Columbia County,AR,Columbia County AR,MAGNOLIA SCHOOL DISTRICT,68.0,69.0,33.7
822,500045,Mississippi County,AR,Mississippi County AR,SO. MISS. COUNTY SCHOOL DIST.,70.0,77.0,33.55
823,500046,Mississippi County,AR,Mississippi County AR,MANILA SCHOOL DISTRICT,78.0,82.0,33.55
824,500047,Poinsett County,AR,Poinsett County AR,TRUMANN SCHOOL DISTRICT,77.0,74.0,36.55
825,500048,Poinsett County,AR,Poinsett County AR,EAST POINSETT CO. SCHOOL DIST.,69.0,76.0,36.55
826,500049,Sevier County,AR,Sevier County AR,DEQUEEN SCHOOL DISTRICT,85.0,86.0,32.4
827,500051,St. Francis County,AR,St. Francis County AR,PALESTINE-WHEATLEY SCH. DIST.,66.0,73.0,41.15
832,500065,Lafayette County,AR,Lafayette County AR,LAFAYETTE COUNTY SCHOOL DISTRICT,66.0,69.0,34.8
833,500067,Cleveland County,AR,Cleveland County AR,CLEVELAND COUNTY SCHOOL DIST.,82.0,77.0,22.799999999999997
834,500068,Columbia County,AR,Columbia County AR,EMERSON-TAYLOR SCHOOL DISTRICT,83.0,87.0,33.7
835,500070,Independence County,AR,Independence County AR,CEDAR RIDGE SCHOOL DISTRICT,71.0,78.0,25.6
836,500071,Lawrence County,AR,Lawrence County AR,HILLCREST SCHOOL DISTRICT,76.0,76.0,30.25
837,500072,Newton County,AR,Newton County AR,DEER/MT. JUDEA SCHOOL DISTRICT,70.0,72.0,34.95
838,500073,Polk County,AR,Polk County AR,OUACHITA RIVER SCHOOL DISTRICT,81.0,83.0,33.45
840,500076,Searcy County,AR,Searcy County AR,OZARK MOUNTAIN SCHOOL DISTRICT,81.0,81.0,41.4
842,500079,Yell County,AR,Yell County AR,TWO RIVERS SCHOOL DISTRICT,73.0,71.0,28.7
843,500082,Lawrence County,AR,Lawrence County AR,LAWRENCE COUNTY SCHOOL DISTRICT,79.0,78.0,30.25
853,500405,Polk County,AR,Polk County AR,COSSATOT RIVER SCHOOL DISTRICT,78.0,81.0,33.45
856,502250,Crawford County,AR,Crawford County AR,ALMA SCHOOL DISTRICT,81.0,80.0,27.75
857,502280,Boone County,AR,Boone County AR,ALPENA SCHOOL DISTRICT,80.0,84.0,25.35
858,502430,Clark County,AR,Clark County AR,ARKADELPHIA SCHOOL DISTRICT,77.0,80.0,28.35
859,502550,Mississippi County,AR,Mississippi County AR,ARMOREL SCHOOL DISTRICT,82.0,86.0,33.55
860,502580,Little River County,AR,Little River County AR,ASHDOWN SCHOOL DISTRICT,72.0,73.0,25.2
861,502610,Pope County,AR,Pope County AR,ATKINS SCHOOL DISTRICT,85.0,80.0,26.95
862,502670,Woodruff County,AR,Woodruff County AR,AUGUSTA SCHOOL DISTRICT,61.0,64.0,35.900000000000006
863,502700,White County,AR,White County AR,BALD KNOB SCHOOL DISTRICT,77.0,79.0,22.85
864,502730,Phillips County,AR,Phillips County AR,BARTON-LEXA SCHOOL DISTRICT,69.0,74.0,50.4
865,502790,Saline County,AR,Saline County AR,BAUXITE SCHOOL DISTRICT,82.0,83.0,14.25
866,502820,Craighead County,AR,Craighead County AR,BAY SCHOOL DISTRICT,74.0,77.0,24.450000000000003
867,502880,White County,AR,White County AR,BEEBE SCHOOL DISTRICT,83.0,84.0,22.85
868,502960,Saline County,AR,Saline County AR,BENTON SCHOOL DISTRICT,90.0,89.0,14.25
869,503030,Benton County,AR,Benton County AR,PEA RIDGE SCHOOL DISTRICT,91.0,87.0,16.9
870,503060,Benton County,AR,Benton County AR,BENTONVILLE SCHOOL DISTRICT,92.0,90.0,16.9
871,503090,Boone County,AR,Boone County AR,BERGMAN SCHOOL DISTRICT,90.0,89.0,25.35
872,503150,Carroll County,AR,Carroll County AR,BERRYVILLE SCHOOL DISTRICT,86.0,85.0,28.2
873,503240,Hot Spring County,AR,Hot Spring County AR,BISMARCK SCHOOL DISTRICT,85.0,85.0,28.1
874,503300,Hempstead County,AR,Hempstead County AR,BLEVINS SCHOOL DISTRICT,71.0,76.0,39.1
875,503320,Mississippi County,AR,Mississippi County AR,BLYTHEVILLE SCHOOL DISTRICT,56.0,56.0,33.55
876,503420,Boone County,AR,Boone County AR,LEAD HILL SCHOOL DISTRICT,72.0,67.0,25.35
877,503450,Logan County,AR,Logan County AR,BOONEVILLE SCHOOL DISTRICT,85.0,85.0,28.55
878,503480,White County,AR,White County AR,BRADFORD SCHOOL DISTRICT,76.0,80.0,22.85
879,503510,Lafayette County,AR,Lafayette County AR,BRADLEY SCHOOL DISTRICT,74.0,77.0,34.8
880,503630,Monroe County,AR,Monroe County AR,BRINKLEY SCHOOL DISTRICT,75.0,76.0,41.599999999999994
881,503640,Craighead County,AR,Craighead County AR,BROOKLAND SCHOOL DISTRICT,83.0,85.0,24.450000000000003
882,503690,Saline County,AR,Saline County AR,BRYANT SCHOOL DISTRICT,88.0,88.0,14.25
883,503710,Craighead County,AR,Craighead County AR,BUFFALO IS. CENTRAL SCH. DIST.,80.0,82.0,24.450000000000003
884,503750,Lonoke County,AR,Lonoke County AR,CABOT SCHOOL DISTRICT,86.0,86.0,16.9
885,503770,Montgomery County,AR,Montgomery County AR,CADDO HILLS SCHOOL DISTRICT,79.0,83.0,32.8
886,503840,Izard County,AR,Izard County AR,CALICO ROCK SCHOOL DISTRICT,76.0,83.0,30.1
887,503960,Lonoke County,AR,Lonoke County AR,CARLISLE SCHOOL DISTRICT,72.0,84.0,16.9
888,504020,Craighead County,AR,Craighead County AR,WESTSIDE CONS. SCHOOL DISTRICT,82.0,80.0,24.450000000000003
889,504050,Sharp County,AR,Sharp County AR,CAVE CITY SCHOOL DISTRICT,80.0,85.0,33.55
890,504080,Crawford County,AR,Crawford County AR,CEDARVILLE SCHOOL DISTRICT,77.0,79.0,27.75
891,504110,Miller County,AR,Miller County AR,GENOA CENTRAL SCHOOL DISTRICT,82.0,86.0,30.549999999999997
892,504170,White County,AR,White County AR,WHITE CO. CENTRAL SCHOOL DIST.,75.0,79.0,22.85
893,504200,Franklin County,AR,Franklin County AR,CHARLESTON SCHOOL DISTRICT,88.0,86.0,25.950000000000003
894,504350,Monroe County,AR,Monroe County AR,CLARENDON SCHOOL DISTRICT,54.0,66.0,41.599999999999994
895,504370,Clay County,AR,Clay County AR,RECTOR SCHOOL DISTRICT,77.0,76.0,27.85
896,504380,Johnson County,AR,Johnson County AR,CLARKSVILLE SCHOOL DISTRICT,83.0,87.0,26.5
897,504410,Van Buren County,AR,Van Buren County AR,CLINTON SCHOOL DISTRICT,82.0,83.0,31.1
898,504560,Cleburne County,AR,Cleburne County AR,CONCORD SCHOOL DISTRICT,81.0,85.0,24.0
899,504590,Faulkner County,AR,Faulkner County AR,CONWAY SCHOOL DISTRICT,88.0,89.0,16.299999999999997
900,504680,Baxter County,AR,Baxter County AR,COTTER SCHOOL DISTRICT,86.0,85.0,26.65
901,504740,Logan County,AR,Logan County AR,COUNTY LINE SCHOOL DISTRICT,84.0,82.0,28.55
902,504800,Ashley County,AR,Ashley County AR,CROSSETT SCHOOL DISTRICT,68.0,75.0,30.5
903,504860,Garland County,AR,Garland County AR,CUTTER-MORNING STAR SCH. DIST.,81.0,81.0,29.15
904,504890,Yell County,AR,Yell County AR,DANVILLE SCHOOL DISTRICT,83.0,79.0,28.7
905,504930,Yell County,AR,Yell County AR,DARDANELLE SCHOOL DISTRICT,85.0,84.0,28.7
906,504980,Benton County,AR,Benton County AR,DECATUR SCHOOL DISTRICT,58.0,69.0,16.9
907,505170,Chicot County,AR,Chicot County AR,DERMOTT SCHOOL DISTRICT,51.0,55.0,49.45
908,505190,Prairie County,AR,Prairie County AR,DES ARC SCHOOL DISTRICT,78.0,78.0,29.2
909,505340,Howard County,AR,Howard County AR,DIERKS SCHOOL DISTRICT,79.0,85.0,28.25
910,505410,Jefferson County,AR,Jefferson County AR,DOLLARWAY SCHOOL DISTRICT,53.0,60.0,32.5
911,505430,Pope County,AR,Pope County AR,DOVER SCHOOL DISTRICT,85.0,85.0,26.95
912,505470,Drew County,AR,Drew County AR,DREW CENTRAL SCHOOL DISTRICT,78.0,76.0,28.85
913,505500,Desha County,AR,Desha County AR,DUMAS SCHOOL DISTRICT,64.0,71.0,38.2
914,505550,Crittenden County,AR,Crittenden County AR,EARLE SCHOOL DISTRICT,57.0,67.0,36.5
915,505580,Perry County,AR,Perry County AR,EAST END SCHOOL DISTRICT,73.0,80.0,25.85
916,505680,Union County,AR,Union County AR,EL DORADO SCHOOL DISTRICT,73.0,81.0,28.05
917,505760,Washington County,AR,Washington County AR,ELKINS SCHOOL DISTRICT,81.0,84.0,23.8
918,505850,Lonoke County,AR,Lonoke County AR,ENGLAND SCHOOL DISTRICT,69.0,70.0,16.9
919,505970,Carroll County,AR,Carroll County AR,EUREKA SPRINGS SCHOOL DISTRICT,84.0,85.0,28.2
920,506060,Ouachita County,AR,Ouachita County AR,CAMDEN FAIRVIEW SCHOOL DIST.,63.0,72.0,33.75
921,506090,Washington County,AR,Washington County AR,FARMINGTON SCHOOL DISTRICT,87.0,84.0,23.8
922,506120,Washington County,AR,Washington County AR,FAYETTEVILLE SCHOOL DISTRICT,85.0,86.0,23.8
923,506150,Marion County,AR,Marion County AR,FLIPPIN SCHOOL DISTRICT,82.0,82.0,33.05
924,506210,Dallas County,AR,Dallas County AR,FORDYCE SCHOOL DISTRICT,62.0,71.0,34.05
925,506240,Little River County,AR,Little River County AR,FOREMAN SCHOOL DISTRICT,73.0,78.0,25.2
926,506270,St. Francis County,AR,St. Francis County AR,FORREST CITY SCHOOL DISTRICT,56.0,53.0,41.15
927,506330,Sebastian County,AR,Sebastian County AR,FORT SMITH SCHOOL DISTRICT,76.0,77.0,27.85
928,506360,Miller County,AR,Miller County AR,FOUKE SCHOOL DISTRICT,74.0,80.0,30.549999999999997
929,506420,Garland County,AR,Garland County AR,FOUNTAIN LAKE SCHOOL DISTRICT,81.0,84.0,29.15
930,506540,Benton County,AR,Benton County AR,GENTRY SCHOOL DISTRICT,84.0,85.0,16.9
931,506630,Hot Spring County,AR,Hot Spring County AR,GLEN ROSE SCHOOL DISTRICT,83.0,81.0,28.1
932,506690,Pike County,AR,Pike County AR,CENTERPOINT SCHOOL DISTRICT,82.0,78.0,30.55
